domain,registrar,creation_date,expiration_date,status,name_servers
e4.com,"CSC Corporate Domains, Inc.",950010214,1612784613,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns-1945.awsdns-51.co.uk"", ""ns-886.awsdns-46.net"", ""ns-1147.awsdns-15.org"", ""ns-141.awsdns-17.com""}"
e5.com,"Network Solutions, LLC",816843600,1637298000,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns84.worldnic.com"", ""ns83.worldnic.com""}"
e6.com,"Network Solutions, LLC",907819200,1728273600,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""auth01.ns.eircom.net"", ""auth02.ns.eircom.net""}"
e7.com,"GoDaddy.com, LLC",902548800,1817611200,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns03.domaincontrol.com"", ""ns04.domaincontrol.com""}"
e8.com,"DYNADOT, LLC",849675600,1847534399,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,set()
e9.com,"Network Solutions, LLC",787467600,1702530000,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns3.e9.com"", ""ns.e9.com"", ""ns4.e9.com"", ""ns2.e9.com""}"
ea.com,"CSC Corporate Domains, Inc.",734760000,1807761600,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""a7-66.akam.net"", ""a13-67.akam.net"", ""a1-164.akam.net"", ""a6-65.akam.net"", ""a8-67.akam.net"", ""a4-64.akam.net""}"
eb.com,"CSC Corporate Domains, Inc.",734760000,1618459200,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns1.eb.com"", ""ns3.eb.com""}"
ec.com,"eName Technology Co., Ltd.",870926400,1628222400,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""f1g1ns1.dnspod.net"", ""f1g1ns2.dnspod.net""}"
ed.com,"Network Solutions, LLC",746164800,1787457600,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns0.ns0.com"", ""ns22.pair.com""}"
ee.com,"Network Solutions, LLC",775281600,1658808000,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns1.bluehost.com"", ""ns2.bluehost.com""}"
