domain,registrar,creation_date,expiration_date,status,name_servers
in.org,"NameCheap, Inc.",924148800,1807761600,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""dns1.registrar-servers.com"", ""dns2.registrar-servers.com""}"
io.org,Tucows Inc.,739080000,1591070400,ok https://icann.org/epp#ok,"{""ns2.primus.ca"", ""ns1.primus.ca""}"
ip.org,"Network Solutions, LLC",864273600,1621742400,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns2.uxc.net"", ""ns1.uxc.net""}"
ir.org,EuroDNS S.A.,855118800,1612587600,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns2.sedoparking.com"", ""ns1.sedoparking.com""}"
is.org,Google LLC,846478800,1603771200,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns-cloud-b3.googledomains.com"", ""ns-cloud-b1.googledomains.com"", ""ns-cloud-b4.googledomains.com"", ""ns-cloud-b2.googledomains.com""}"
it.org,"Network Solutions, LLC",776577600,1597032000,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns71.worldnic.com"", ""ns72.worldnic.com""}"
iu.org,Epik Inc.,993811857,1593427856,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns1.dnslink.com"", ""ns2.dnslink.com""}"
iv.org,"CloudFlare, Inc.",857970000,1899435600,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""darl.ns.cloudflare.com"", ""maria.ns.cloudflare.com""}"
iw.org,Uniregistrar Corp,816152400,1605070800,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns2.voodoo.com"", ""ns1.voodoo.com""}"
ix.org,"GoDaddy.com, LLC",878792400,1604552400,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns2.domain.net"", ""ns1.domain.net""}"
iy.org,"GoDaddy.com, LLC",901252800,1595476800,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns2.sedoparking.com"", ""ns1.sedoparking.com""}"
iz.org,TPP Wholesale Pty Ltd,844747200,1602043200,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns168.hostgator.com"", ""ns167.hostgator.com""}"
j0.org,Public Interest Registry,1336421520,1588882320,inactive https://icann.org/epp#inactive,"{""dnssec:""}"
